cmun_id,cmun_cedoid,cmun_edoname,cmun_mpioid,cmun_mpioname,cmun_cabeceraid,cmun_cabeceraname
2204,30,Veracruz de Ignacio de la Llave,102,Martínez de la Torre,1,Martínez de la Torre
2205,30,Veracruz de Ignacio de la Llave,103,Mecatlán,1,Mecatlán
2206,30,Veracruz de Ignacio de la Llave,104,Mecayapan,1,Mecayapan
2207,30,Veracruz de Ignacio de la Llave,105,Medellín de Bravo,1,Medellín
2208,30,Veracruz de Ignacio de la Llave,106,Miahuatlán,1,Miahuatlán
2209,30,Veracruz de Ignacio de la Llave,107,Las Minas,1,Las Minas
2210,30,Veracruz de Ignacio de la Llave,108,Minatitlán,1,Minatitlán
2211,30,Veracruz de Ignacio de la Llave,109,Misantla,1,Misantla
2212,30,Veracruz de Ignacio de la Llave,110,Mixtla de Altamirano,1,Mixtla de Altamirano
2213,30,Veracruz de Ignacio de la Llave,111,Moloacán,1,Moloacán
2214,30,Veracruz de Ignacio de la Llave,112,Naolinco,1,Naolinco de Victoria
2215,30,Veracruz de Ignacio de la Llave,113,Naranjal,1,Naranjal
2216,30,Veracruz de Ignacio de la Llave,114,Nautla,1,Nautla
2217,30,Veracruz de Ignacio de la Llave,115,Nogales,1,Nogales
2218,30,Veracruz de Ignacio de la Llave,116,Oluta,1,Oluta
2219,30,Veracruz de Ignacio de la Llave,117,Omealca,1,Omealca
2220,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba
2221,30,Veracruz de Ignacio de la Llave,119,Otatitlán,1,Otatitlán
2222,30,Veracruz de Ignacio de la Llave,120,Oteapan,1,Oteapan
2223,30,Veracruz de Ignacio de la Llave,121,Ozuluama de Mascareñas,1,Ozuluama de Mascareñas
2224,30,Veracruz de Ignacio de la Llave,122,Pajapan,1,Pajapan
2225,30,Veracruz de Ignacio de la Llave,123,Pánuco,1,Pánuco
2226,30,Veracruz de Ignacio de la Llave,124,Papantla,1,Papantla de Olarte
2227,30,Veracruz de Ignacio de la Llave,125,Paso del Macho,1,Paso del Macho
2228,30,Veracruz de Ignacio de la Llave,126,Paso de Ovejas,1,Paso de Ovejas
2229,30,Veracruz de Ignacio de la Llave,127,La Perla,1,La Perla
2230,30,Veracruz de Ignacio de la Llave,128,Perote,1,Perote
2231,30,Veracruz de Ignacio de la Llave,129,Platón Sánchez,1,Platón Sánchez
2232,30,Veracruz de Ignacio de la Llave,130,Playa Vicente,1,Playa Vicente
2233,30,Veracruz de Ignacio de la Llave,131,Poza Rica de Hidalgo,1,Poza Rica de Hidalgo
2234,30,Veracruz de Ignacio de la Llave,132,Las Vigas de Ramírez,1,Las Vigas de Ramírez
2235,30,Veracruz de Ignacio de la Llave,133,Pueblo Viejo,1,Cd. Cuauhtémoc
2236,30,Veracruz de Ignacio de la Llave,134,Puente Nacional,1,Puente Nacional
2237,30,Veracruz de Ignacio de la Llave,135,Rafael Delgado,1,Rafael Delgado
2238,30,Veracruz de Ignacio de la Llave,136,Rafael Lucio,1,Rafael Lucio
2239,30,Veracruz de Ignacio de la Llave,137,Los Reyes,1,Los Reyes
2240,30,Veracruz de Ignacio de la Llave,138,Río Blanco,1,Río Blanco
2241,30,Veracruz de Ignacio de la Llave,139,Saltabarranca,1,Saltabarranca
2242,30,Veracruz de Ignacio de la Llave,140,San Andrés Tenejapan,1,San Andrés Tenejapan
2243,30,Veracruz de Ignacio de la Llave,141,San Andrés Tuxtla,1,San Andrés Tuxtla
2244,30,Veracruz de Ignacio de la Llave,142,San Juan Evangelista,1,San Juan Evangelista
2245,30,Veracruz de Ignacio de la Llave,143,Santiago Tuxtla,1,Santiago Tuxtla
2246,30,Veracruz de Ignacio de la Llave,144,Sayula de Alemán,1,Sayula de Alemán
2247,30,Veracruz de Ignacio de la Llave,145,Soconusco,1,Soconusco
2248,30,Veracruz de Ignacio de la Llave,146,Sochiapa,1,Sochiapa
2249,30,Veracruz de Ignacio de la Llave,147,Soledad Atzompa,1,Soledad Atzompa
2250,30,Veracruz de Ignacio de la Llave,148,Soledad de Doblado,1,Soledad de Doblado
2251,30,Veracruz de Ignacio de la Llave,149,Soteapan,1,Soteapan
2252,30,Veracruz de Ignacio de la Llave,150,Tamalín,1,Tamalín
2253,30,Veracruz de Ignacio de la Llave,151,Tamiahua,1,Tamiahua
2254,30,Veracruz de Ignacio de la Llave,152,Tampico Alto,1,Tampico Alto
2255,30,Veracruz de Ignacio de la Llave,153,Tancoco,1,Tancoco
2256,30,Veracruz de Ignacio de la Llave,154,Tantima,1,Tantima
2257,30,Veracruz de Ignacio de la Llave,155,Tantoyuca,1,Tantoyuca
2258,30,Veracruz de Ignacio de la Llave,156,Tatatila,1,Tatatila
2259,30,Veracruz de Ignacio de la Llave,157,Castillo de Teayo,1,Castillo de Teayo
2260,30,Veracruz de Ignacio de la Llave,158,Tecolutla,1,Tecolutla
2261,30,Veracruz de Ignacio de la Llave,159,Tehuipango,1,Tehuipango
2262,30,Veracruz de Ignacio de la Llave,160,Álamo Temapache,1,Álamo
2263,30,Veracruz de Ignacio de la Llave,161,Tempoal,1,Tempoal de Sánchez
2264,30,Veracruz de Ignacio de la Llave,162,Tenampa,1,Tenampa
2265,30,Veracruz de Ignacio de la Llave,163,Tenochtitlán,1,Tenochtitlán
2266,30,Veracruz de Ignacio de la Llave,164,Teocelo,1,Teocelo
2267,30,Veracruz de Ignacio de la Llave,165,Tepatlaxco,1,Tepatlaxco
2268,30,Veracruz de Ignacio de la Llave,166,Tepetlán,1,Tepetlán
2269,30,Veracruz de Ignacio de la Llave,167,Tepetzintla,1,Tepetzintla
2270,30,Veracruz de Ignacio de la Llave,168,Tequila,1,Tequila
2271,30,Veracruz de Ignacio de la Llave,169,José Azueta,1,Villa Azueta
2272,30,Veracruz de Ignacio de la Llave,170,Texcatepec,1,Texcatepec
2273,30,Veracruz de Ignacio de la Llave,171,Texhuacán,1,Texhuacán
2274,30,Veracruz de Ignacio de la Llave,172,Texistepec,1,Texistepec
2275,30,Veracruz de Ignacio de la Llave,173,Tezonapa,1,Tezonapa
2276,30,Veracruz de Ignacio de la Llave,174,Tierra Blanca,1,Tierra Blanca
2277,30,Veracruz de Ignacio de la Llave,175,Tihuatlán,1,Tihuatlán
2278,30,Veracruz de Ignacio de la Llave,176,Tlacojalpan,1,Tlacojalpan
2279,30,Veracruz de Ignacio de la Llave,177,Tlacolulan,1,Tlacolulan
2280,30,Veracruz de Ignacio de la Llave,178,Tlacotalpan,1,Tlacotalpan
2281,30,Veracruz de Ignacio de la Llave,179,Tlacotepec de Mejía,1,Tlacotepec de Mejía
2282,30,Veracruz de Ignacio de la Llave,180,Tlachichilco,1,Tlachichilco
2283,30,Veracruz de Ignacio de la Llave,181,Tlalixcoyan,1,Tlalixcoyan
2284,30,Veracruz de Ignacio de la Llave,182,Tlalnelhuayocan,1,Tlalnelhuayocan
2285,30,Veracruz de Ignacio de la Llave,183,Tlapacoyan,1,Tlapacoyan
2286,30,Veracruz de Ignacio de la Llave,184,Tlaquilpa,1,Tlaquilpa
2287,30,Veracruz de Ignacio de la Llave,185,Tlilapan,1,Tlilapan
2288,30,Veracruz de Ignacio de la Llave,186,Tomatlán,1,Tomatlán
2289,30,Veracruz de Ignacio de la Llave,187,Tonayán,1,Tonayán
2290,30,Veracruz de Ignacio de la Llave,188,Totutla,1,Totutla
2291,30,Veracruz de Ignacio de la Llave,189,Tuxpan,1,Túxpam de Rodríguez Cano
2292,30,Veracruz de Ignacio de la Llave,190,Tuxtilla,1,Tuxtilla
2293,30,Veracruz de Ignacio de la Llave,191,Ursulo Galván,1,Ursulo Galván
2294,30,Veracruz de Ignacio de la Llave,192,Vega de Alatorre,1,Vega de Alatorre
2295,30,Veracruz de Ignacio de la Llave,193,Veracruz,1,Veracruz
2296,30,Veracruz de Ignacio de la Llave,194,Villa Aldama,1,Villa Aldama
2297,30,Veracruz de Ignacio de la Llave,195,Xoxocotla,1,Xoxocotla
2298,30,Veracruz de Ignacio de la Llave,196,Yanga,1,Yanga
2299,30,Veracruz de Ignacio de la Llave,197,Yecuatla,1,Yecuatla
2300,30,Veracruz de Ignacio de la Llave,198,Zacualpan,1,Zacualpan
2301,30,Veracruz de Ignacio de la Llave,199,Zaragoza,1,Zaragoza
2302,30,Veracruz de Ignacio de la Llave,200,Zentla,1,Colonia Manuel González
2303,30,Veracruz de Ignacio de la Llave,201,Zongolica,1,Zongolica
2304,30,Veracruz de Ignacio de la Llave,202,Zontecomatlán de López y Fuentes,1,Zontecomatlán de López y Fuentes
2305,30,Veracruz de Ignacio de la Llave,203,Zozocolco de Hidalgo,1,Zozocolco de Hidalgo
2306,30,Veracruz de Ignacio de la Llave,204,Agua Dulce,1,Agua Dulce
2307,30,Veracruz de Ignacio de la Llave,205,El Higo,1,El Higo
2308,30,Veracruz de Ignacio de la Llave,206,Nanchital de Lázaro Cárdenas del Río,1,Nanchital de Lázaro Cárdenas del Río
2309,30,Veracruz de Ignacio de la Llave,207,Tres Valles,1,Tres Valles
2310,30,Veracruz de Ignacio de la Llave,208,Carlos A. Carrillo,1,Carlos A. Carrillo
2311,30,Veracruz de Ignacio de la Llave,209,Tatahuicapan de Juárez,1,Tatahuicapan
2312,30,Veracruz de Ignacio de la Llave,210,Uxpanapa,1,Poblado 10
2313,30,Veracruz de Ignacio de la Llave,211,San Rafael,1,San Rafael
2314,30,Veracruz de Ignacio de la Llave,212,Santiago Sochiapan,1,Xochiapa
2315,31,Yucatán,1,Abalá,1,Abalá
2316,31,Yucatán,2,Acanceh,1,Acanceh
2317,31,Yucatán,3,Akil,1,Akil
2318,31,Yucatán,4,Baca,1,Baca
2319,31,Yucatán,5,Bokobá,1,Bokobá
2320,31,Yucatán,6,Buctzotz,1,Buctzotz
2321,31,Yucatán,7,Cacalchén,1,Cacalchén
2322,31,Yucatán,8,Calotmul,1,Calotmul
2323,31,Yucatán,9,Cansahcab,1,Cansahcab
2324,31,Yucatán,10,Cantamayec,1,Cantamayec
2325,31,Yucatán,11,Celestún,1,Celestún
2326,31,Yucatán,12,Cenotillo,1,Cenotillo
2327,31,Yucatán,13,Conkal,1,Conkal
2328,31,Yucatán,14,Cuncunul,1,Cuncunul
2329,31,Yucatán,15,Cuzamá,1,Cuzamá
2330,31,Yucatán,16,Chacsinkín,1,Chacsinkín
2331,31,Yucatán,17,Chankom,1,Chankom
2332,31,Yucatán,18,Chapab,1,Chapab
2333,31,Yucatán,19,Chemax,1,Chemax
2334,31,Yucatán,20,Chicxulub Pueblo,1,Chicxulub Pueblo
2335,31,Yucatán,21,Chichimilá,1,Chichimilá
2336,31,Yucatán,22,Chikindzonot,1,Chikindzonot
2337,31,Yucatán,23,Chocholá,1,Chocholá
2338,31,Yucatán,24,Chumayel,1,Chumayel
2339,31,Yucatán,25,Dzan,1,Dzan
2340,31,Yucatán,26,Dzemul,1,Dzemul
2341,31,Yucatán,27,Dzidzantún,1,Dzidzantún
2342,31,Yucatán,28,Dzilam de Bravo,1,Dzilam de Bravo
2343,31,Yucatán,29,Dzilam González,1,Dzilam González
2344,31,Yucatán,30,Dzitás,1,Dzitás
2345,31,Yucatán,31,Dzoncauich,1,Dzoncauich
2346,31,Yucatán,32,Espita,1,Espita
2347,31,Yucatán,33,Halachó,1,Halachó
2348,31,Yucatán,34,Hocabá,1,Hocabá
2349,31,Yucatán,35,Hoctún,1,Hoctún
2350,31,Yucatán,36,Homún,1,Homún
2351,31,Yucatán,37,Huhí,1,Huhí
2352,31,Yucatán,38,Hunucmá,1,Hunucmá
2353,31,Yucatán,39,Ixil,1,Ixil
2354,31,Yucatán,40,Izamal,1,Izamal
2355,31,Yucatán,41,Kanasín,1,Kanasín
2356,31,Yucatán,42,Kantunil,1,Kantunil
2357,31,Yucatán,43,Kaua,1,Kaua
2358,31,Yucatán,44,Kinchil,1,Kinchil
2359,31,Yucatán,45,Kopomá,1,Kopomá
2360,31,Yucatán,46,Mama,1,Mama
2361,31,Yucatán,47,Maní,1,Maní
2362,31,Yucatán,48,Maxcanú,1,Maxcanú
2363,31,Yucatán,49,Mayapán,1,Mayapán
2364,31,Yucatán,50,Mérida,1,Mérida
2365,31,Yucatán,51,Mocochá,1,Mocochá
2366,31,Yucatán,52,Motul,1,Motul de Carrillo Puerto
2367,31,Yucatán,53,Muna,1,Muna
2368,31,Yucatán,54,Muxupip,1,Muxupip
2369,31,Yucatán,55,Opichén,1,Opichén
2370,31,Yucatán,56,Oxkutzcab,1,Oxkutzcab
2371,31,Yucatán,57,Panabá,1,Panabá
2372,31,Yucatán,58,Peto,1,Peto
2373,31,Yucatán,59,Progreso,1,Progreso
2374,31,Yucatán,60,Quintana Roo,1,Quintana Roo
2375,31,Yucatán,61,Río Lagartos,1,Río Lagartos
2376,31,Yucatán,62,Sacalum,1,Sacalum
2377,31,Yucatán,63,Samahil,1,Samahil
2378,31,Yucatán,64,Sanahcat,1,Sanahcat
2379,31,Yucatán,65,San Felipe,1,San Felipe
2380,31,Yucatán,66,Santa Elena,1,Santa Elena
2381,31,Yucatán,67,Seyé,1,Seyé
2382,31,Yucatán,68,Sinanché,1,Sinanché
2383,31,Yucatán,69,Sotuta,1,Sotuta
2384,31,Yucatán,70,Sucilá,1,Sucilá
2385,31,Yucatán,71,Sudzal,1,Sudzal
2386,31,Yucatán,72,Suma,1,Suma
2387,31,Yucatán,73,Tahdziú,1,Tahdziú
2388,31,Yucatán,74,Tahmek,1,Tahmek
2389,31,Yucatán,75,Teabo,1,Teabo
2390,31,Yucatán,76,Tecoh,1,Tecoh
2391,31,Yucatán,77,Tekal de Venegas,1,Tekal de Venegas
2392,31,Yucatán,78,Tekantó,1,Tekantó
2393,31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón
2394,31,Yucatán,80,Tekit,1,Tekit
2395,31,Yucatán,81,Tekom,1,Tekom
2396,31,Yucatán,82,Telchac Pueblo,1,Telchac
2397,31,Yucatán,83,Telchac Puerto,1,Telchac Puerto
2398,31,Yucatán,84,Temax,1,Temax
2399,31,Yucatán,85,Temozón,1,Temozón
2400,31,Yucatán,86,Tepakán,1,Tepakán
2401,31,Yucatán,87,Tetiz,1,Tetiz
2402,31,Yucatán,88,Teya,1,Teya
2403,31,Yucatán,89,Ticul,1,Ticul
2404,31,Yucatán,90,Timucuy,1,Timucuy
2405,31,Yucatán,91,Tinum,1,Tinum
2406,31,Yucatán,92,Tixcacalcupul,1,Tixcacalcupul
2407,31,Yucatán,93,Tixkokob,1,Tixkokob
2408,31,Yucatán,94,Tixméhuac,1,Tixméhuac
2409,31,Yucatán,95,Tixpéhual,1,Tixpéhual
2410,31,Yucatán,96,Tizimín,1,Tizimín
2411,31,Yucatán,97,Tunkás,1,Tunkás
2412,31,Yucatán,98,Tzucacab,1,Tzucacab
2413,31,Yucatán,99,Uayma,1,Uayma
2414,31,Yucatán,100,Ucú,1,Ucú
2415,31,Yucatán,101,Umán,1,Umán
2416,31,Yucatán,102,Valladolid,1,Valladolid
2417,31,Yucatán,103,Xocchel,1,Xocchel
2418,31,Yucatán,104,Yaxcabá,1,Yaxcabá
2419,31,Yucatán,105,Yaxkukul,1,Yaxkukul
2420,31,Yucatán,106,Yobaín,1,Yobaín
2421,32,Zacatecas,1,Apozol,1,Apozol
2422,32,Zacatecas,2,Apulco,1,Apulco
2423,32,Zacatecas,3,Atolinga,1,Atolinga
2424,32,Zacatecas,4,Benito Juárez,1,Florencia
2425,32,Zacatecas,5,Calera,1,Víctor Rosales
2426,32,Zacatecas,6,Cañitas de Felipe Pescador,1,Cañitas de Felipe Pescador
2427,32,Zacatecas,7,Concepción del Oro,1,Concepción del Oro
2428,32,Zacatecas,8,Cuauhtémoc,1,San Pedro Piedra Gorda
2429,32,Zacatecas,9,Chalchihuites,1,Chalchihuites
2430,32,Zacatecas,10,Fresnillo,1,Fresnillo
2431,32,Zacatecas,11,Trinidad García de la Cadena,1,La Estanzuela
2432,32,Zacatecas,12,Genaro Codina,1,Genaro Codina
2433,32,Zacatecas,13,General Enrique Estrada,1,General Enrique Estrada
2434,32,Zacatecas,14,General Francisco R. Murguía,1,Nieves
2435,32,Zacatecas,15,El Plateado de Joaquín Amaro,1,El Plateado de Joaquín Amaro
2436,32,Zacatecas,16,General Pánfilo Natera,1,General Pánfilo Natera
2437,32,Zacatecas,17,Guadalupe,1,Guadalupe
2438,32,Zacatecas,18,Huanusco,1,Huanusco
2439,32,Zacatecas,19,Jalpa,1,Jalpa
2440,32,Zacatecas,20,Jerez,1,Jerez de García Salinas
2441,32,Zacatecas,21,Jiménez del Teul,1,Jiménez del Teul
2442,32,Zacatecas,22,Juan Aldama,1,Juan Aldama
2443,32,Zacatecas,23,Juchipila,1,Juchipila
2444,32,Zacatecas,24,Loreto,1,Loreto
2445,32,Zacatecas,25,Luis Moya,1,Luis Moya
2446,32,Zacatecas,26,Mazapil,1,Mazapil
2447,32,Zacatecas,27,Melchor Ocampo,1,Melchor Ocampo
2448,32,Zacatecas,28,Mezquital del Oro,1,Mezquital del Oro
2449,32,Zacatecas,29,Miguel Auza,1,Miguel Auza
2450,32,Zacatecas,30,Momax,1,Momax
2451,32,Zacatecas,31,Monte Escobedo,1,Monte Escobedo
2452,32,Zacatecas,32,Morelos,1,Morelos
2453,32,Zacatecas,33,Moyahua de Estrada,1,Moyahua de Estrada
2454,32,Zacatecas,34,Nochistlán de Mejía,1,Nochistlán de Mejía
2455,32,Zacatecas,35,Noria de Ángeles,1,Noria de Ángeles
2456,32,Zacatecas,36,Ojocaliente,1,Ojocaliente
2457,32,Zacatecas,37,Pánuco,1,Pánuco
2458,32,Zacatecas,38,Pinos,1,Pinos
2459,32,Zacatecas,39,Río Grande,1,Río Grande
2460,32,Zacatecas,40,Sain Alto,1,Sain Alto
2461,32,Zacatecas,41,El Salvador,1,El Salvador
2462,32,Zacatecas,42,Sombrerete,1,Sombrerete
2463,32,Zacatecas,43,Susticacán,1,Susticacán
2464,32,Zacatecas,44,Tabasco,1,Tabasco
2465,32,Zacatecas,45,Tepechitlán,1,Tepechitlán
2466,32,Zacatecas,46,Tepetongo,1,Tepetongo
2467,32,Zacatecas,47,Teúl de González Ortega,1,Teúl de González Ortega
2468,32,Zacatecas,48,Tlaltenango de Sánchez Román,1,Tlaltenango de Sánchez Román
2469,32,Zacatecas,49,Valparaíso,1,Valparaíso
2470,32,Zacatecas,50,Vetagrande,1,Vetagrande
2471,32,Zacatecas,51,Villa de Cos,1,Villa de Cos
2472,32,Zacatecas,52,Villa García,1,Villa García
2473,32,Zacatecas,53,Villa González Ortega,1,Villa González Ortega
2474,32,Zacatecas,54,Villa Hidalgo,1,Villa Hidalgo
2475,32,Zacatecas,55,Villanueva,1,Villanueva
2476,32,Zacatecas,56,Zacatecas,1,Zacatecas
2477,32,Zacatecas,57,Trancoso,1,Trancoso
2478,32,Zacatecas,58,Santa María de la Paz,1,Santa María de la Paz
