cmun_id,cmun_cedoid,cmun_edoname,cmun_mpioid,cmun_mpioname,cmun_cabeceraid,cmun_cabeceraname
1420,20,Oaxaca,405,Villa de Chilapa de Díaz,1,Villa de Chilapa de Díaz
1421,20,Oaxaca,406,Santa María Chilchotla,1,Santa María Chilchotla
1422,20,Oaxaca,407,Santa María Chimalapa,1,Santa María Chimalapa
1423,20,Oaxaca,408,Santa María del Rosario,1,Santa María del Rosario
1424,20,Oaxaca,409,Santa María del Tule,1,Santa María del Tule
1425,20,Oaxaca,410,Santa María Ecatepec,1,Santa María Ecatepec
1426,20,Oaxaca,411,Santa María Guelacé,1,Santa María Guelacé
1427,20,Oaxaca,412,Santa María Guienagati,1,Santa María Guienagati
1428,20,Oaxaca,413,Santa María Huatulco,1,Santa María Huatulco
1429,20,Oaxaca,414,Santa María Huazolotitlán,1,Santa María Huazolotitlán
1430,20,Oaxaca,415,Santa María Ipalapa,1,Santa María Ipalapa
1431,20,Oaxaca,416,Santa María Ixcatlán,1,Santa María Ixcatlán
1432,20,Oaxaca,417,Santa María Jacatepec,1,Santa María Jacatepec
1433,20,Oaxaca,418,Santa María Jalapa del Marqués,1,Santa María Jalapa del Marqués
1434,20,Oaxaca,419,Santa María Jaltianguis,1,Santa María Jaltianguis
1435,20,Oaxaca,420,Santa María Lachixío,1,Santa María Lachixío
1436,20,Oaxaca,421,Santa María Mixtequilla,1,Santa María Mixtequilla
1437,20,Oaxaca,422,Santa María Nativitas,1,Santa María Nativitas
1438,20,Oaxaca,423,Santa María Nduayaco,1,Santa María Nduayaco
1439,20,Oaxaca,424,Santa María Ozolotepec,1,Santa María Ozolotepec
1440,20,Oaxaca,425,Santa María Pápalo,1,Santa María Pápalo
1441,20,Oaxaca,426,Santa María Peñoles,1,Santa María Peñoles
1442,20,Oaxaca,427,Santa María Petapa,1,Santa María Petapa
1443,20,Oaxaca,428,Santa María Quiegolani,1,Santa María Quiegolani
1444,20,Oaxaca,429,Santa María Sola,1,Santa María Sola
1445,20,Oaxaca,430,Santa María Tataltepec,1,Santa María Tataltepec
1446,20,Oaxaca,431,Santa María Tecomavaca,1,Santa María Tecomavaca
1447,20,Oaxaca,432,Santa María Temaxcalapa,1,Santa María Temaxcalapa
1448,20,Oaxaca,433,Santa María Temaxcaltepec,1,Santa María Temaxcaltepec
1449,20,Oaxaca,434,Santa María Teopoxco,1,Santa María Teopoxco
1450,20,Oaxaca,435,Santa María Tepantlali,1,Santa María Tepantlali
1451,20,Oaxaca,436,Santa María Texcatitlán,1,Santa María Texcatitlán
1452,20,Oaxaca,437,Santa María Tlahuitoltepec,1,Santa María Tlahuitoltepec
1453,20,Oaxaca,438,Santa María Tlalixtac,1,Santa María Tlalixtac
1454,20,Oaxaca,439,Santa María Tonameca,1,Santa María Tonameca
1455,20,Oaxaca,440,Santa María Totolapilla,1,Santa María Totolapilla
1456,20,Oaxaca,441,Santa María Xadani,1,Santa María Xadani
1457,20,Oaxaca,442,Santa María Yalina,1,Santa María Yalina
1458,20,Oaxaca,443,Santa María Yavesía,1,Santa María Yavesía
1459,20,Oaxaca,444,Santa María Yolotepec,1,Santa María Yolotepec
1460,20,Oaxaca,445,Santa María Yosoyúa,1,Santa María Yosoyúa
1461,20,Oaxaca,446,Santa María Yucuhiti,1,Santa María Yucuhiti
1462,20,Oaxaca,447,Santa María Zacatepec,1,Santa María Zacatepec
1463,20,Oaxaca,448,Santa María Zaniza,1,Santa María Zaniza
1464,20,Oaxaca,449,Santa María Zoquitlán,1,Santa María Zoquitlán
1465,20,Oaxaca,450,Santiago Amoltepec,1,Santiago Amoltepec
1466,20,Oaxaca,451,Santiago Apoala,1,Santiago Apoala
1467,20,Oaxaca,452,Santiago Apóstol,1,Santiago Apóstol
1468,20,Oaxaca,453,Santiago Astata,1,Santiago Astata
1469,20,Oaxaca,454,Santiago Atitlán,1,Santiago Atitlán
1470,20,Oaxaca,455,Santiago Ayuquililla,1,Santiago Ayuquililla
1471,20,Oaxaca,456,Santiago Cacaloxtepec,1,Santiago Cacaloxtepec
1472,20,Oaxaca,457,Santiago Camotlán,1,Santiago Camotlán
1473,20,Oaxaca,458,Santiago Comaltepec,1,Santiago Comaltepec
1474,20,Oaxaca,459,Villa de Santiago Chazumba,1,Villa de Santiago Chazumba
1475,20,Oaxaca,460,Santiago Choápam,1,Santiago Choápam
1476,20,Oaxaca,461,Santiago del Río,1,Santiago del Río
1477,20,Oaxaca,462,Santiago Huajolotitlán,1,Santiago Huajolotitlán
1478,20,Oaxaca,463,Santiago Huauclilla,1,Santiago Huauclilla
1479,20,Oaxaca,464,Santiago Ihuitlán Plumas,1,Santiago Ihuitlán Plumas
1480,20,Oaxaca,465,Santiago Ixcuintepec,1,Santiago Ixcuintepec
1481,20,Oaxaca,466,Santiago Ixtayutla,1,Santiago Ixtayutla
1482,20,Oaxaca,467,Santiago Jamiltepec,1,Santiago Jamiltepec
1483,20,Oaxaca,468,Santiago Jocotepec,19,Monte Negro
1484,20,Oaxaca,469,Santiago Juxtlahuaca,1,Santiago Juxtlahuaca
1485,20,Oaxaca,470,Santiago Lachiguiri,1,Santiago Lachiguiri
1486,20,Oaxaca,471,Santiago Lalopa,1,Santiago Lalopa
1487,20,Oaxaca,472,Santiago Laollaga,1,Santiago Laollaga
1488,20,Oaxaca,473,Santiago Laxopa,1,Santiago Laxopa
1489,20,Oaxaca,474,Santiago Llano Grande,1,Santiago Llano Grande
1490,20,Oaxaca,475,Santiago Matatlán,1,Santiago Matatlán
1491,20,Oaxaca,476,Santiago Miltepec,1,Santiago Miltepec
1492,20,Oaxaca,477,Santiago Minas,1,Santiago Minas
1493,20,Oaxaca,478,Santiago Nacaltepec,1,Santiago Nacaltepec
1494,20,Oaxaca,479,Santiago Nejapilla,1,Santiago Nejapilla
1495,20,Oaxaca,480,Santiago Nundiche,1,Santiago Nundiche
1496,20,Oaxaca,481,Santiago Nuyoó,1,Santiago Nuyoó
1497,20,Oaxaca,482,Santiago Pinotepa Nacional,1,Santiago Pinotepa Nacional
1498,20,Oaxaca,483,Santiago Suchilquitongo,1,Santiago Suchilquitongo
1499,20,Oaxaca,484,Santiago Tamazola,1,Santiago Tamazola
1500,20,Oaxaca,485,Santiago Tapextla,1,Santiago Tapextla
1501,20,Oaxaca,486,Villa Tejúpam de la Unión,1,Villa Tejúpam de la Unión
1502,20,Oaxaca,487,Santiago Tenango,1,Santiago Tenango
1503,20,Oaxaca,488,Santiago Tepetlapa,1,Santiago Tepetlapa
1504,20,Oaxaca,489,Santiago Tetepec,1,Santiago Tetepec
1505,20,Oaxaca,490,Santiago Texcalcingo,1,Santiago Texcalcingo
1506,20,Oaxaca,491,Santiago Textitlán,1,Santiago Textitlán
1507,20,Oaxaca,492,Santiago Tilantongo,1,Santiago Tilantongo
1508,20,Oaxaca,493,Santiago Tillo,1,Santiago Tillo
1509,20,Oaxaca,494,Santiago Tlazoyaltepec,1,Santiago Tlazoyaltepec
1510,20,Oaxaca,495,Santiago Xanica,1,Santiago Xanica
1511,20,Oaxaca,496,Santiago Xiacuí,1,Santiago Xiacuí
1512,20,Oaxaca,497,Santiago Yaitepec,1,Santiago Yaitepec
1513,20,Oaxaca,498,Santiago Yaveo,1,Santiago Yaveo
1514,20,Oaxaca,499,Santiago Yolomécatl,1,Santiago Yolomécatl
1515,20,Oaxaca,500,Santiago Yosondúa,1,Santiago Yosondúa
1516,20,Oaxaca,501,Santiago Yucuyachi,1,Santiago Yucuyachi
1517,20,Oaxaca,502,Santiago Zacatepec,1,Santiago Zacatepec
1518,20,Oaxaca,503,Santiago Zoochila,1,Santiago Zoochila
1519,20,Oaxaca,504,Nuevo Zoquiápam,1,Nuevo Zoquiápam
1520,20,Oaxaca,505,Santo Domingo Ingenio,1,Santo Domingo Ingenio
1521,20,Oaxaca,506,Santo Domingo Albarradas,1,Santo Domingo Albarradas
1522,20,Oaxaca,507,Santo Domingo Armenta,1,Santo Domingo Armenta
1523,20,Oaxaca,508,Santo Domingo Chihuitán,1,Santo Domingo Chihuitán
1524,20,Oaxaca,509,Santo Domingo de Morelos,1,Santo Domingo de Morelos
1525,20,Oaxaca,510,Santo Domingo Ixcatlán,1,Santo Domingo Ixcatlán
1526,20,Oaxaca,511,Santo Domingo Nuxaá,1,Santo Domingo Nuxaá
1527,20,Oaxaca,512,Santo Domingo Ozolotepec,1,Santo Domingo Ozolotepec
1528,20,Oaxaca,513,Santo Domingo Petapa,1,Santo Domingo Petapa
1529,20,Oaxaca,514,Santo Domingo Roayaga,1,Santo Domingo Roayaga
1530,20,Oaxaca,515,Santo Domingo Tehuantepec,1,Santo Domingo Tehuantepec
1531,20,Oaxaca,516,Santo Domingo Teojomulco,1,Santo Domingo Teojomulco
1532,20,Oaxaca,517,Santo Domingo Tepuxtepec,1,Santo Domingo Tepuxtepec
1533,20,Oaxaca,518,Santo Domingo Tlatayápam,1,Santo Domingo Tlatayápam
1534,20,Oaxaca,519,Santo Domingo Tomaltepec,1,Santo Domingo Tomaltepec
1535,20,Oaxaca,520,Santo Domingo Tonalá,1,Santo Domingo Tonalá
1536,20,Oaxaca,521,Santo Domingo Tonaltepec,1,Santo Domingo Tonaltepec
1537,20,Oaxaca,522,Santo Domingo Xagacía,1,Santo Domingo Xagacía
1538,20,Oaxaca,523,Santo Domingo Yanhuitlán,1,Santo Domingo Yanhuitlán
1539,20,Oaxaca,524,Santo Domingo Yodohino,1,Santo Domingo Yodohino
1540,20,Oaxaca,525,Santo Domingo Zanatepec,1,Santo Domingo Zanatepec
1541,20,Oaxaca,526,Santos Reyes Nopala,1,Santos Reyes Nopala
1542,20,Oaxaca,527,Santos Reyes Pápalo,1,Santos Reyes Pápalo
1543,20,Oaxaca,528,Santos Reyes Tepejillo,1,Santos Reyes Tepejillo
1544,20,Oaxaca,529,Santos Reyes Yucuná,1,Santos Reyes Yucuná
1545,20,Oaxaca,530,Santo Tomás Jalieza,1,Santo Tomás Jalieza
1546,20,Oaxaca,531,Santo Tomás Mazaltepec,1,Santo Tomás Mazaltepec
1547,20,Oaxaca,532,Santo Tomás Ocotepec,1,Santo Tomás Ocotepec
1548,20,Oaxaca,533,Santo Tomás Tamazulapan,1,Santo Tomás Tamazulapan
1549,20,Oaxaca,534,San Vicente Coatlán,1,San Vicente Coatlán
1550,20,Oaxaca,535,San Vicente Lachixío,1,San Vicente Lachixío
1551,20,Oaxaca,536,San Vicente Nuñú,1,San Vicente Nuñú
1552,20,Oaxaca,537,Silacayoápam,1,Silacayoápam
1553,20,Oaxaca,538,Sitio de Xitlapehua,1,Sitio de Xitlapehua
1554,20,Oaxaca,539,Soledad Etla,1,Soledad Etla
1555,20,Oaxaca,540,Villa de Tamazulápam del Progreso,1,Villa de Tamazulápam del Progreso
1556,20,Oaxaca,541,Tanetze de Zaragoza,1,Tanetze de Zaragoza
1557,20,Oaxaca,542,Taniche,1,Taniche
1558,20,Oaxaca,543,Tataltepec de Valdés,1,Tataltepec de Valdés
1559,20,Oaxaca,544,Teococuilco de Marcos Pérez,1,Teococuilco de Marcos Pérez
1560,20,Oaxaca,545,Teotitlán de Flores Magón,1,Teotitlán de Flores Magón
1561,20,Oaxaca,546,Teotitlán del Valle,1,Teotitlán del Valle
1562,20,Oaxaca,547,Teotongo,1,Teotongo
1563,20,Oaxaca,548,Tepelmeme Villa de Morelos,1,Tepelmeme Villa de Morelos
1564,20,Oaxaca,549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",1,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca"
1565,20,Oaxaca,550,San Jerónimo Tlacochahuaya,1,San Jerónimo Tlacochahuaya
1566,20,Oaxaca,551,Tlacolula de Matamoros,1,Tlacolula de Matamoros
1567,20,Oaxaca,552,Tlacotepec Plumas,1,Tlacotepec Plumas
1568,20,Oaxaca,553,Tlalixtac de Cabrera,1,Tlalixtac de Cabrera
1569,20,Oaxaca,554,Totontepec Villa de Morelos,1,Totontepec Villa de Morelos
1570,20,Oaxaca,555,Trinidad Zaachila,1,Trinidad Zaachila
1571,20,Oaxaca,556,La Trinidad Vista Hermosa,1,La Trinidad Vista Hermosa
1572,20,Oaxaca,557,Unión Hidalgo,1,Unión Hidalgo
1573,20,Oaxaca,558,Valerio Trujano,1,Valerio Trujano
1574,20,Oaxaca,559,San Juan Bautista Valle Nacional,1,San Juan Bautista Valle Nacional
1575,20,Oaxaca,560,Villa Díaz Ordaz,1,Villa Díaz Ordaz
1576,20,Oaxaca,561,Yaxe,1,Yaxe
1577,20,Oaxaca,562,Magdalena Yodocono de Porfirio Díaz,1,Magdalena Yodocono de Porfirio Díaz
1578,20,Oaxaca,563,Yogana,1,Yogana
1579,20,Oaxaca,564,Yutanduchi de Guerrero,1,Yutanduchi de Guerrero
1580,20,Oaxaca,565,Villa de Zaachila,1,Villa de Zaachila
1581,20,Oaxaca,566,San Mateo Yucutindoo,9,San Mateo Yucutindoo
1582,20,Oaxaca,567,Zapotitlán Lagunas,1,Zapotitlán Lagunas
1583,20,Oaxaca,568,Zapotitlán Palmas,1,Zapotitlán Palmas
1584,20,Oaxaca,569,Santa Inés de Zaragoza,1,Santa Inés de Zaragoza
1585,20,Oaxaca,570,Zimatlán de Álvarez,1,Zimatlán de Álvarez
1586,21,Puebla,1,Acajete,1,Acajete
1587,21,Puebla,2,Acateno,1,San José Acateno
1588,21,Puebla,3,Acatlán,1,Acatlán de Osorio
1589,21,Puebla,4,Acatzingo,1,Acatzingo de Hidalgo
1590,21,Puebla,5,Acteopan,1,Acteopan
1591,21,Puebla,6,Ahuacatlán,1,Ahuacatlán
1592,21,Puebla,7,Ahuatlán,1,Ahuatlán
1593,21,Puebla,8,Ahuazotepec,1,Ahuazotepec
1594,21,Puebla,9,Ahuehuetitla,1,Ahuehuetitla
1595,21,Puebla,10,Ajalpan,1,Ciudad de Ajalpan
1596,21,Puebla,11,Albino Zertuche,1,Acaxtlahuacán de Albino Zertuche
1597,21,Puebla,12,Aljojuca,1,Aljojuca
1598,21,Puebla,13,Altepexi,1,Altepexi
1599,21,Puebla,14,Amixtlán,1,Amixtlán
1600,21,Puebla,15,Amozoc,1,Amozoc de Mota
1601,21,Puebla,16,Aquixtla,1,Aquixtla
1602,21,Puebla,17,Atempan,1,Atempan
1603,21,Puebla,18,Atexcal,1,San Martín Atexcal
1604,21,Puebla,19,Atlixco,1,Atlixco
1605,21,Puebla,20,Atoyatempan,1,Atoyatempan
1606,21,Puebla,21,Atzala,1,Atzala
1607,21,Puebla,22,Atzitzihuacán,1,Santiago Atzitzihuacán
1608,21,Puebla,23,Atzitzintla,1,Atzitzintla
1609,21,Puebla,24,Axutla,1,Axutla
1610,21,Puebla,25,Ayotoxco de Guerrero,1,Ayotoxco de Guerrero
1611,21,Puebla,26,Calpan,1,San Andrés Calpan
1612,21,Puebla,27,Caltepec,1,Caltepec
1613,21,Puebla,28,Camocuautla,1,Camocuautla
1614,21,Puebla,29,Caxhuacan,1,Caxhuacan
1615,21,Puebla,30,Coatepec,1,Coatepec
1616,21,Puebla,31,Coatzingo,1,Coatzingo
1617,21,Puebla,32,Cohetzala,1,Santa María Cohetzala
1618,21,Puebla,33,Cohuecan,1,Cohuecan
1619,21,Puebla,34,Coronango,1,Santa María Coronango
1620,21,Puebla,35,Coxcatlán,1,Coxcatlán
1621,21,Puebla,36,Coyomeapan,1,Santa María Coyomeapan
1622,21,Puebla,37,Coyotepec,1,San Vicente Coyotepec
1623,21,Puebla,38,Cuapiaxtla de Madero,1,Cuapiaxtla de Madero
1624,21,Puebla,39,Cuautempan,1,San Esteban Cuautempan
1625,21,Puebla,40,Cuautinchán,1,Cuautinchán
1626,21,Puebla,41,Cuautlancingo,1,San Juan Cuautlancingo
1627,21,Puebla,42,Cuayuca de Andrade,1,San Pedro Cuayuca
1628,21,Puebla,43,Cuetzalan del Progreso,1,Ciudad de Cuetzalan
1629,21,Puebla,44,Cuyoaco,1,Cuyoaco
1630,21,Puebla,45,Chalchicomula de Sesma,1,Ciudad Serdán
1631,21,Puebla,46,Chapulco,1,Chapulco
1632,21,Puebla,47,Chiautla,1,Ciudad de Chiautla de Tapia
1633,21,Puebla,48,Chiautzingo,1,San Lorenzo Chiautzingo
1634,21,Puebla,49,Chiconcuautla,1,Chiconcuautla
1635,21,Puebla,50,Chichiquila,1,Chichiquila
1636,21,Puebla,51,Chietla,1,Chietla
1637,21,Puebla,52,Chigmecatitlán,1,Chigmecatitlán
1638,21,Puebla,53,Chignahuapan,1,Ciudad de Chignahuapan
1639,21,Puebla,54,Chignautla,1,Chignautla
1640,21,Puebla,55,Chila,1,Chila
1641,21,Puebla,56,Chila de la Sal,1,Chila de la Sal
1642,21,Puebla,57,Honey,1,Honey
1643,21,Puebla,58,Chilchotla,1,Rafael J. García
1644,21,Puebla,59,Chinantla,1,Chinantla
1645,21,Puebla,60,Domingo Arenas,1,Domingo Arenas
1646,21,Puebla,61,Eloxochitlán,1,Eloxochitlán
1647,21,Puebla,62,Epatlán,1,San Juan Epatlán
1648,21,Puebla,63,Esperanza,1,Esperanza
1649,21,Puebla,64,Francisco Z. Mena,1,Metlaltoyuca
1650,21,Puebla,65,General Felipe Ángeles,1,San Pablo de las Tunas
1651,21,Puebla,66,Guadalupe,1,Guadalupe
1652,21,Puebla,67,Guadalupe Victoria,1,Guadalupe Victoria
1653,21,Puebla,68,Hermenegildo Galeana,1,Bienvenido
1654,21,Puebla,69,Huaquechula,1,Huaquechula
1655,21,Puebla,70,Huatlatlauca,1,Huatlatlauca
1656,21,Puebla,71,Huauchinango,1,Huauchinango
1657,21,Puebla,72,Huehuetla,1,Huehuetla
1658,21,Puebla,73,Huehuetlán el Chico,1,Huehuetlán el Chico
1659,21,Puebla,74,Huejotzingo,1,Huejotzingo
1660,21,Puebla,75,Hueyapan,1,Hueyapan
1661,21,Puebla,76,Hueytamalco,1,Hueytamalco
1662,21,Puebla,77,Hueytlalpan,1,Hueytlalpan
1663,21,Puebla,78,Huitzilan de Serdán,1,Huitzilan
1664,21,Puebla,79,Huitziltepec,1,Santa Clara Huitziltepec
1665,21,Puebla,80,Atlequizayan,1,Atlequizayan
1666,21,Puebla,81,Ixcamilpa de Guerrero,1,Ixcamilpa
1667,21,Puebla,82,Ixcaquixtla,1,San Juan Ixcaquixtla
1668,21,Puebla,83,Ixtacamaxtitlán,1,Ixtacamaxtitlán
1669,21,Puebla,84,Ixtepec,1,Ixtepec
1670,21,Puebla,85,Izúcar de Matamoros,1,Izúcar de Matamoros
1671,21,Puebla,86,Jalpan,1,Jalpan
1672,21,Puebla,87,Jolalpan,1,Jolalpan
1673,21,Puebla,88,Jonotla,1,Jonotla
1674,21,Puebla,89,Jopala,1,Jopala
1675,21,Puebla,90,Juan C. Bonilla,1,Cuanalá
1676,21,Puebla,91,Juan Galindo,1,Nuevo Necaxa
1677,21,Puebla,92,Juan N. Méndez,1,Atenayuca
1678,21,Puebla,93,Lafragua,1,Saltillo
1679,21,Puebla,94,Libres,1,Ciudad de Libres
1680,21,Puebla,95,La Magdalena Tlatlauquitepec,1,La Magdalena Tlatlauquitepec
1681,21,Puebla,96,Mazapiltepec de Juárez,1,Mazapiltepec de Juárez
1682,21,Puebla,97,Mixtla,1,San Francisco Mixtla
1683,21,Puebla,98,Molcaxac,1,Molcaxac
1684,21,Puebla,99,Cañada Morelos,1,Morelos Cañada
1685,21,Puebla,100,Naupan,1,Naupan
1686,21,Puebla,101,Nauzontla,1,Nauzontla
1687,21,Puebla,102,Nealtican,1,San Buenaventura Nealtican
1688,21,Puebla,103,Nicolás Bravo,1,Nicolás Bravo
1689,21,Puebla,104,Nopalucan,1,Nopalucan de la Granja
1690,21,Puebla,105,Ocotepec,1,Ocotepec
1691,21,Puebla,106,Ocoyucan,1,Santa Clara Ocoyucan
1692,21,Puebla,107,Olintla,1,Olintla
1693,21,Puebla,108,Oriental,1,Oriental
1694,21,Puebla,109,Pahuatlán,1,Ciudad de Pahuatlán de Valle
1695,21,Puebla,110,Palmar de Bravo,1,Palmar de Bravo
1696,21,Puebla,111,Pantepec,1,Pantepec
1697,21,Puebla,112,Petlalcingo,1,Petlalcingo
1698,21,Puebla,113,Piaxtla,1,Piaxtla
1699,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza
1700,21,Puebla,115,Quecholac,1,Quecholac
1701,21,Puebla,116,Quimixtlán,1,Quimixtlán
1702,21,Puebla,117,Rafael Lara Grajales,1,Ciudad de Rafael Lara Grajales
1703,21,Puebla,118,Los Reyes de Juárez,1,Los Reyes de Juárez
1704,21,Puebla,119,San Andrés Cholula,1,San Andrés Cholula
1705,21,Puebla,120,San Antonio Cañada,1,San Antonio Cañada
1706,21,Puebla,121,San Diego la Mesa Tochimiltzingo,1,Tochimiltzingo
1707,21,Puebla,122,San Felipe Teotlalcingo,1,San Felipe Teotlalcingo
1708,21,Puebla,123,San Felipe Tepatlán,1,San Felipe Tepatlán
1709,21,Puebla,124,San Gabriel Chilac,1,San Gabriel Chilac
1710,21,Puebla,125,San Gregorio Atzompa,1,San Gregorio Atzompa
1711,21,Puebla,126,San Jerónimo Tecuanipan,1,San Jerónimo Tecuanipan
1712,21,Puebla,127,San Jerónimo Xayacatlán,1,San Jerónimo Xayacatlán
1713,21,Puebla,128,San José Chiapa,1,San José Chiapa
1714,21,Puebla,129,San José Miahuatlán,1,San José Miahuatlán
1715,21,Puebla,130,San Juan Atenco,1,San Juan Atenco
1716,21,Puebla,131,San Juan Atzompa,1,San Juan Atzompa
1717,21,Puebla,132,San Martín Texmelucan,1,San Martín Texmelucan de Labastida
1718,21,Puebla,133,San Martín Totoltepec,1,San Martín Totoltepec
1719,21,Puebla,134,San Matías Tlalancaleca,1,San Matías Tlalancaleca
1720,21,Puebla,135,San Miguel Ixitlán,1,San Miguel Ixitlán
1721,21,Puebla,136,San Miguel Xoxtla,1,San Miguel Xoxtla
1722,21,Puebla,137,San Nicolás Buenos Aires,1,San Nicolás Buenos Aires
1723,21,Puebla,138,San Nicolás de los Ranchos,1,San Nicolás de los Ranchos
1724,21,Puebla,139,San Pablo Anicano,1,San Pablo Anicano
1725,21,Puebla,140,San Pedro Cholula,1,Cholula de Rivadavia
1726,21,Puebla,141,San Pedro Yeloixtlahuaca,1,San Pedro Yeloixtlahuaca
1727,21,Puebla,142,San Salvador el Seco,1,San Salvador el Seco
1728,21,Puebla,143,San Salvador el Verde,1,San Salvador el Verde
1729,21,Puebla,144,San Salvador Huixcolotla,1,San Salvador Huixcolotla
1730,21,Puebla,145,San Sebastián Tlacotepec,1,Tlacotepec de Porfirio Díaz
1731,21,Puebla,146,Santa Catarina Tlaltempan,1,Santa Catarina Tlaltempan
1732,21,Puebla,147,Santa Inés Ahuatempan,1,Santa Inés Ahuatempan
1733,21,Puebla,148,Santa Isabel Cholula,1,Santa Isabel Cholula
1734,21,Puebla,149,Santiago Miahuatlán,1,Santiago Miahuatlán
1735,21,Puebla,150,Huehuetlán el Grande,1,Santo Domingo Huehuetlán
1736,21,Puebla,151,Santo Tomás Hueyotlipan,1,Santo Tomás Hueyotlipan
1737,21,Puebla,152,Soltepec,1,Soltepec
1738,21,Puebla,153,Tecali de Herrera,1,Tecali de Herrera
1739,21,Puebla,154,Tecamachalco,1,Tecamachalco
1740,21,Puebla,155,Tecomatlán,1,Tecomatlán
1741,21,Puebla,156,Tehuacán,1,Tehuacán
1742,21,Puebla,157,Tehuitzingo,1,Tehuitzingo
1743,21,Puebla,158,Tenampulco,1,Tenampulco
1744,21,Puebla,159,Teopantlán,1,Teopantlán
1745,21,Puebla,160,Teotlalco,1,Teotlalco
1746,21,Puebla,161,Tepanco de López,1,Tepanco de López
1747,21,Puebla,162,Tepango de Rodríguez,1,Tepango de Rodríguez
1748,21,Puebla,163,Tepatlaxco de Hidalgo,1,Tepatlaxco de Hidalgo
1749,21,Puebla,164,Tepeaca,1,Tepeaca
1750,21,Puebla,165,Tepemaxalco,1,San Felipe Tepemaxalco
1751,21,Puebla,166,Tepeojuma,1,Tepeojuma
1752,21,Puebla,167,Tepetzintla,1,Tepetzintla
1753,21,Puebla,168,Tepexco,1,Tepexco
1754,21,Puebla,169,Tepexi de Rodríguez,1,Tepexi de Rodríguez
1755,21,Puebla,170,Tepeyahualco,1,Tepeyahualco
1756,21,Puebla,171,Tepeyahualco de Cuauhtémoc,1,Tepeyahualco de Cuauhtémoc
1757,21,Puebla,172,Tetela de Ocampo,1,Ciudad de Tetela de Ocampo
1758,21,Puebla,173,Teteles de Ávila Castillo,1,Teteles de Ávila Castillo
1759,21,Puebla,174,Teziutlán,1,Teziutlán
1760,21,Puebla,175,Tianguismanalco,1,Tianguismanalco
1761,21,Puebla,176,Tilapa,1,Tilapa
1762,21,Puebla,177,Tlacotepec de Benito Juárez,1,Tlacotepec de Benito Juárez
1763,21,Puebla,178,Tlacuilotepec,1,Tlacuilotepec
1764,21,Puebla,179,Tlachichuca,1,Tlachichuca
1765,21,Puebla,180,Tlahuapan,1,Santa Rita Tlahuapan
1766,21,Puebla,181,Tlaltenango,1,Tlaltenango
1767,21,Puebla,182,Tlanepantla,1,Tlanepantla
1768,21,Puebla,183,Tlaola,1,Tlaola
1769,21,Puebla,184,Tlapacoya,1,Tlapacoya
1770,21,Puebla,185,Tlapanalá,1,Tlapanalá
1771,21,Puebla,186,Tlatlauquitepec,1,Ciudad de Tlatlauquitepec
1772,21,Puebla,187,Tlaxco,1,Tlaxco
1773,21,Puebla,188,Tochimilco,1,Tochimilco
1774,21,Puebla,189,Tochtepec,1,Tochtepec
1775,21,Puebla,190,Totoltepec de Guerrero,1,Totoltepec de Guerrero
1776,21,Puebla,191,Tulcingo,1,Tulcingo de Valle
1777,21,Puebla,192,Tuzamapan de Galeana,1,Tuzamapan de Galeana
1778,21,Puebla,193,Tzicatlacoyan,1,Tzicatlacoyan
1779,21,Puebla,194,Venustiano Carranza,1,Venustiano Carranza
1780,21,Puebla,195,Vicente Guerrero,1,Santa María del Monte
1781,21,Puebla,196,Xayacatlán de Bravo,1,Xayacatlán de Bravo
1782,21,Puebla,197,Xicotepec,1,Xicotepec de Juárez
1783,21,Puebla,198,Xicotlán,1,Xicotlán
1784,21,Puebla,199,Xiutetelco,1,San Juan Xiutetelco
1785,21,Puebla,200,Xochiapulco,1,Cinco de Mayo
1786,21,Puebla,201,Xochiltepec,1,Xochiltepec
1787,21,Puebla,202,Xochitlán de Vicente Suárez,1,Xochitlán de Vicente Suárez
1788,21,Puebla,203,Xochitlán Todos Santos,1,Xochitlán
1789,21,Puebla,204,Yaonáhuac,1,Yaonáhuac
1790,21,Puebla,205,Yehualtepec,1,Yehualtepec
1791,21,Puebla,206,Zacapala,1,Zacapala
1792,21,Puebla,207,Zacapoaxtla,1,Zacapoaxtla
1793,21,Puebla,208,Zacatlán,1,Zacatlán
1794,21,Puebla,209,Zapotitlán,1,Zapotitlán Salinas
1795,21,Puebla,210,Zapotitlán de Méndez,1,Zapotitlán de Méndez
1796,21,Puebla,211,Zaragoza,1,Zaragoza
1797,21,Puebla,212,Zautla,1,Santiago Zautla
1798,21,Puebla,213,Zihuateutla,1,Zihuateutla
1799,21,Puebla,214,Zinacatepec,1,San Sebastián Zinacatepec
1800,21,Puebla,215,Zongozotla,1,Zongozotla
1801,21,Puebla,216,Zoquiapan,1,Zoquiapan
1802,21,Puebla,217,Zoquitlán,1,Zoquitlán
1803,22,Querétaro,1,Amealco de Bonfil,1,Amealco de Bonfil
1804,22,Querétaro,2,Pinal de Amoles,1,Pinal de Amoles
1805,22,Querétaro,3,Arroyo Seco,1,Arroyo Seco
1806,22,Querétaro,4,Cadereyta de Montes,1,Cadereyta de Montes
