"cl_IdColectas","cl_Numero_Clavo","cl_Letra","cl_Comentarios","cl_Recolector","cl_Fecha","cl_Datos_Etnobotanicos","cl_Plantas_idPlantas","cl_Nombre_Comun","cl_Genero","cl_Especie","cl_Familia","cl_protegida","cl_Numero_salida","cl_Caracteristica_Raiz","cl_Altura_planta","cl_DAP","cl_Diametro_Tronco","cl_Diametro_Raiz","cl_Cobertura","cl_Diametro_cepellon","cl_Altura_cepellon","cl_Estado","cl_Forma_Biologica","cl_Conformacion_cepellon","cl_Estado_Fenologico","cl_Ciclo_Vida","cl_Comentarios_de_registro","cl_Tipo_raiz","cl_Forma_Colecta","cl_Revision","cl_Link","cl_Usuarios_idUsuarios","cl_username","cl_active"
4391,4970,C,"","","2001-06-14","",1570,"",Furcraea,pubescens,ASPARAGACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4392,4971,C,"","","2001-06-14","",1320,"","",sp.,ORCHIDACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4393,5012,C,"","","2001-06-15","",1607,"",Agave,littoralis,AGAVACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4394,5013,C,"","","2001-06-15","",1607,"",Agave,littoralis,AGAVACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4395,5014,C,"","","2001-06-15","",1607,"",Agave,littoralis,AGAVACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4396,5015,C,"","","2001-06-15","",1608,Palo de chile ,Simira,rhodacantha,RUBIACEAE,,,,,,,,,,,Plantas ubicadas en la zona de bosque tropical humedo.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4397,5016,C,"","","2001-06-15","",1608,Palo de chile ,Simira,rhodacantha,RUBIACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4398,5017,C,"","","2001-06-15","",1608,Palo de chile ,Simira,rhodacantha,RUBIACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4399,5018,C,"","","2001-06-15","",1609,"",Bursera,excelsa,BURSERACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4400,5019,C,"","","2001-06-15","",1610,"",Roseodendron,donnell-smithil,BIGNONIACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4401,4972,C,"","","2001-06-14","",1320,"","",sp.,ORCHIDACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"",,,,,4,Michaell,1
4402,5020,C,"","","2001-06-15","",1611,"",Pedilanthus,sp.,EUPHORBIACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4403,4973,C,"","","2001-06-14","",78,Maguey,Agave,sp.,AGAVACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4404,4974,C,"","","2001-06-14","",370,"",Pitcairnia,sp.,BROMELIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4406,5021,C,Planta registrada como muerta en la  fecha 26/03/2003,"","2001-06-15","",1612,"",Dalbergia,granadillo,FABACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4407,4975,C,"","","2001-06-14","",370,"",Pitcairnia,sp.,BROMELIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4408,5022,C,"","","2001-06-15","",1612,"",Dalbergia,granadillo,FABACEAE,,,,,,,,,,,Plantas ubicadas en la zona de bosque tropical seco.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4409,4976,C,"","","2001-06-14","",485,Begonia,Begonia,sp.,BEGONIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4410,5023,C,"","","2001-06-15","",381,Copal,Bursera,excelsa,BURSERACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4411,4977,C,"","","2001-06-14","",485,Begonia,Begonia,sp.,BEGONIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4412,5024,C,"","","2001-06-15","",1445,"",Gyrocarpus,americanus,HERNANDIACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4413,4978,C,"","","2001-06-14","",107,Maguey,Agave,sp.,AGAVACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4414,5025,C,"","","2001-06-15","",1613,"",Cordia,sp.,BORAGINACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4415,4979,C,"","","2001-06-14","",107,Maguey,Agave,sp.,AGAVACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4416,4980,C,"","","2001-06-14","",107,Maguey,Agave,sp.,AGAVACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4417,4981,C,Planta registrada como muerta en la fecha 25/04/2002,"","2001-06-14","",1581,"","",sp.,IRIDACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4418,4982,C,"","","2001-06-14","",1581,"","",sp.,IRIDACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4419,4983,C,Planta registrada como muerta en la fecha 25/04/2002,"","2001-06-14","",1581,"","",sp.,IRIDACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4420,4984,C,"","","2001-06-14","",1581,"","",sp.,IRIDACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4421,4985,C,"","","2001-06-14","",1585,"",Fosterella,micrantha,BROMELIACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4422,5026,C,"","","2001-06-15","",1614,"",Cordia,sp. nov. 2,BORAGINACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4423,5027,C,Planta registrada como muerta en la  fecha 26/03/2003,"","2001-06-15","",1615,"",Cordia,sp. nov. 3,BORAGINACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4424,5028,C,"","","2001-06-15","",1616,"",Lonchocarpus,phaseolifolius,FABACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4425,4986,C,"","","2001-06-14","",485,Begonia,Begonia,sp.,BEGONIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4426,4987,C,"","","2001-06-14","",485,Begonia,Begonia,sp.,BEGONIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4427,4988,C,Planta registrada como muerta en la fecha 07/01/2002,"","2002-01-07","",1588,"",Maranta,sp.,MARANTACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4428,4989,C,"","","2001-06-14","",1589,Begonia,Begonia,heracleifolia,BEGONIACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4429,4990,C,"","","2001-06-14","",1589,Begonia,Begonia,heracleifolia,BEGONIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4430,4991,C,"","","2001-06-14","",1589,Begonia,Begonia,heracleifolia,BEGONIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4431,4992,C,"","","2001-06-14","",1589,Begonia,Begonia,heracleifolia,BEGONIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4432,4993,C,"","","2001-06-14","",1593,"",Tradescantia,zanonia,COMMELINACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4433,4994,C,"","","2001-06-14","",1593,"",Tradescantia,zanonia,COMMELINACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4434,4995,C,Planta registrada como muerta en la fecha 25/04/2002,"","2001-06-14","",1594,"","",sp.,GESNERIACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4435,4996,C,"","","2001-06-14","",1594,"","",sp.,GESNERIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4436,4997,C,"","","2001-06-14","",1594,"","",sp.,GESNERIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4437,5029,C,"","","2002-05-20","",1168,Bichon,Astianthus,viminalis,BIGNONIACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4438,4998,C,Planta registrada como muerta en la fecha 17/07/2002,"","2001-06-15","",795,Sonzapote ,"","","",,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4439,4999,C,Planta registrada como muerta en la  fecha 15/03/2002,"","2001-06-15","",1598,"",Bursera,sp.,BURSERACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4440,5000,C,"","","2001-06-15","",1598,"",Bursera,sp.,BURSERACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4441,5101,C,"","","2001-07-03","",746,Maguey ,Agave,nizandensis,AGAVACEAE,,,,,,,,,,,plantas ubicadas en la zona de las más secas de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, hoja desprendiéndose de la bitácora",,,,,4,Michaell,1
4442,5102,C,"","","2001-07-03","",746,Maguey ,Agave,nizandensis,AGAVACEAE,,,,,,,,,,,plantas ubicadas en la zona de las más secas de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4443,5103,C,"","","2001-07-03","",746,Maguey ,Agave,nizandensis,AGAVACEAE,,,,,,,,,,,plantas ubicadas en la zona de las más secas de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4444,5104,C,"","","2001-07-03","",746,Maguey ,Agave,nizandensis,AGAVACEAE,,,,,,,,,,,plantas ubicadas en la zona de las más secas de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4445,5105,C,"","","2001-07-03","",746,Maguey ,Agave,nizandensis,AGAVACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4446,5030,C,"","","2001-06-20","",1168,Bichon,Astianthus,viminalis,BIGNONIACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4447,5106,C,"","","2001-07-04","",1623,Palma de estrella,Beaucarnea,aff. recurvata,ASPARAGACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4448,5107,C,"","","2000-07-04","",1623,Palma de estrella,Beaucarnea,aff. recurvata,ASPARAGACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4449,5108,C,Planta registrada como muerta en la  fecha 12/06/2003,"","2000-07-04","",1623,Palma de estrella,Beaucarnea,aff. recurvata,ASPARAGACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4451,5109,C,"","","2000-07-04","",1627,Flor de mayo,Plumeria,rubra,APOCYNACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4452,5110,C,"","","2000-07-04","",1631,Mulato,Bursera,simaruba,BURSERACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4453,5111,C,"","","2000-07-20","",1632,Vergonzosa,Mimosa,albida,MIMOSACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin longitud",,,,,4,Michaell,1
4455,5112,C,"","","2001-07-25","",1633,Xonaxe,Croton,ciliato-glanduliferus,EUPHORBIACEAE,,,,,,,,,,,Plantas ubicadas en la zona de plantas medicinales.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4456,5113,C,"","","2001-07-31","",75,Biznaga,Mammillaria,karwinskiana,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4457,5114,C,"","","2001-07-31","",75,Biznaga,Mammillaria,karwinskiana,CACTACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin altitud, sin coordenadas",,,,,4,Michaell,1
4458,5115,C,"","","2001-07-31","",1634,"","",sp.,SCROPHULARIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4459,5116,C,"","","2001-07-31","",1635,Fresno    ,Cedrela,oaxacensis,MELIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, en bitácora tiene el nombre de Cedro",,,,,4,Michaell,1
4460,5117,C,"","","2001-07-31","",1635,Fresno    ,Cedrela,oaxacensis,MELIACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, en bitácora tiene el nombre de Cedro",,,,,4,Michaell,1
4461,5118,C,"","","2001-07-31","",2226,"","",sp.,CRASSULACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4462,5119,C,"","","2001-07-31","",2226,"","",sp.,CRASSULACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4463,5120,C,"","","2001-07-31","",1581,"","",sp.,IRIDACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4464,5121,C,"","","2001-07-31","",1581,"","",sp.,IRIDACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4465,5122,C,"","","2001-07-31","",1640,"",Selaginella,sp.,SELAGINELLACEAE,,,,,,,,,,,Plantas sin determinación de especie.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,4,Michaell,1
4466,5031,C,"","","2001-06-29","",1617,"",Myrmecophila,grandiflora,ORCHIDACEAE,,,,,,,,,,,Plantas ubicadas en la zona de bosque tropical humedo.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4467,5032,C,"","","2001-06-29","",1618,orquidea,Myrmecophila,grandiflora,ORCHIDACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos, sin longitud, sin altitud",,,,,3,AndresServicio,1
4468,5033,C,"","","2001-06-29","",1618,orquidea,Myrmecophila,grandiflora,ORCHIDACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4469,5034,C,"","","2001-06-29","",1618,orquidea,Myrmecophila,grandiflora,ORCHIDACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4470,5035,C,"","","2001-06-29","",1618,orquidea,Myrmecophila,grandiflora,ORCHIDACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4471,5036,C,"","","2001-06-29","",1618,orquidea,Myrmecophila,grandiflora,ORCHIDACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4473,5037,C,"","","2001-06-29","",1619,orquidea,Prosthechea,michuacana,ORCHIDACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4474,5038,C,En las observaciones tenia esto registrado: Fecha registrada en la fecha 21/07/2017,"","2001-06-29","",1620,orquidea,Encyclia,parviflora,ORCHIDACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4475,5039,C,"","","2001-06-29","",1618,orquidea,Myrmecophila,grandiflora,ORCHIDACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4476,5040,C,"","","2001-06-29","",1618,orquidea,Myrmecophila,grandiflora,ORCHIDACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4477,5041,C,"","","2001-06-29","",1618,orquidea,Myrmecophila,grandiflora,ORCHIDACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4478,5042,C,"","","2001-06-29","",1618,orquidea,Myrmecophila,grandiflora,ORCHIDACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4479,5043,C,,,"2001-06-29",,1618,orquidea,Myrmecophila,grandiflora,ORCHIDACEAE,,,,,,,,,,,,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,1,Javier,1
4480,5044,C,Planta registrada como muerta en la  fecha 14/10/2001,"","2001-06-29","",205,Pata de elefante ,Beaucarnea,sp.,ASPARAGACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4481,5045,C,Esta planta fue registrada como muerta en la  fecha 18/10/2002,"","2001-06-29","",1622,"",Selenicereus,sp.,CACTACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin determino, sin datos etnobotánicos, sin latitud, sin longitud,",,,,,3,AndresServicio,1
4482,5046,C,"","","2001-06-29","",1625,Pata de elefante ,Beaucarnea,aff. recurvata,ASPARAGACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4484,5047,C,"","","2001-06-29","",746,Maguey ,Agave,nizandensis,AGAVACEAE,,,,,,,,,,,plantas ubicadas en la zona de las más secas de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4485,5048,C,"","","2001-06-29","",746,Maguey ,Agave,nizandensis,AGAVACEAE,,,,,,,,,,,plantas ubicadas en la zona de las más secas de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4487,5049,C,"","","2001-06-29","",746,Maguey ,Agave,nizandensis,AGAVACEAE,,,,,,,,,,,plantas ubicadas en la zona de las más secas de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4488,5050,C,"","","2001-06-29","",1618,orquidea,Myrmecophila,grandiflora,ORCHIDACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4489,5051,C,"","","2001-06-29","",1618,orquidea,Myrmecophila,grandiflora,ORCHIDACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4490,5052,C,"","","2001-06-29","",1625,Pata de elefante ,Beaucarnea,aff. recurvata,ASPARAGACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4491,5053,C,"","","2001-06-29","",1625,Pata de elefante ,Beaucarnea,aff. recurvata,ASPARAGACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4492,5054,C,"","","2001-06-29","",1626,Palma de estrella,Beaucarnea,aff. recurvata,NOLINACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4493,5055,C,"","","2001-06-29","",1626,Palma de estrella,Beaucarnea,aff. recurvata,NOLINACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4494,5056,C,Planta registrada como muerta en la  fecha 10/09/2001,"","2001-06-29","",1626,Palma de estrella,Beaucarnea,aff. recurvata,NOLINACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4495,5057,C,Planta registrada como muerta en la  fecha 18/10/2001,"","2001-06-29","",1623,Palma de estrella,Beaucarnea,aff. recurvata,ASPARAGACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4496,5058,C,"","","2001-06-29","",1623,Palma de estrella,Beaucarnea,aff. recurvata,ASPARAGACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4497,5059,C,"","","2001-06-29","",1623,Palma de estrella,Beaucarnea,aff. recurvata,ASPARAGACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4498,5060,C,"","","2001-06-29","",1623,Palma de estrella,Beaucarnea,aff. recurvata,ASPARAGACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4499,5061,C,Planta registrada como muerta en la  fecha 18/10/2001,"","2001-06-29","",1623,Palma de estrella,Beaucarnea,aff. recurvata,ASPARAGACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin  determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4501,5062,C,"","","2001-06-29","",1623,Palma de estrella,Beaucarnea,aff. recurvata,ASPARAGACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4502,5063,C,"","","2001-06-29","",1626,Palma de estrella,Beaucarnea,aff. recurvata,NOLINACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4503,5064,C,Planta registrada como muerta en la  fecha 10/10/2001,"","2001-06-29","",1626,Palma de estrella,Beaucarnea,aff. recurvata,NOLINACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4504,5065,C,"","","2001-06-29","",1625,Pata de elefante ,Beaucarnea,aff. recurvata,ASPARAGACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4505,5066,C,"","","2001-06-29","",1625,Pata de elefante ,Beaucarnea,aff. recurvata,ASPARAGACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4506,5067,C,"","","2001-06-29","",1629,Palma de estrella,Beaucarnea,aff. recurvata,NOLINACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4507,5068,C,"","","2001-06-29","",1629,Palma de estrella,Beaucarnea,aff. recurvata,NOLINACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4508,5069,C,"","","2001-06-29","",1629,Palma de estrella,Beaucarnea,aff. recurvata,NOLINACEAE,,,,,,,,,,,Plantas ubicadas en la zona de las artes de Oaxaca.,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4509,5070,C,Planta registrada como muerta en la  fecha 22/10/2001,"","2001-06-30","",1629,Palma de estrella,Beaucarnea,aff. recurvata,NOLINACEAE,,,,,,,,,,,Plantas muertas según los reportes de la SEMARNAT.,,,,,"Sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4510,5071,C,"","","2001-06-30","",1629,Palma de estrella,Beaucarnea,aff. recurvata,NOLINACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
4511,5072,C,"","","2001-06-30","",1629,Palma de estrella,Beaucarnea,aff. recurvata,NOLINACEAE,,,,,,,,,,,null,,,,,"Sin observaciones, sin determino, sin datos etnobotánicos",,,,,3,AndresServicio,1
